Route ID,Route URL,Route name,Tags,Location,Distance,Elevation gain,Unpaved Percent,View Count,Collections,Created,Created by,Last Modification Date,Last Modification by,Privacy,Events,Experiences,Is Archived
22103344,https://ridewithgps.com/routes/22103344,CDN Road 117km Farrelton_Lacelles [Tunneys],"Touring, N","Ottawa, Ontario",116.86,1280,7,211,"",2017-06-13,William Bourne,2020-12-03,William Bourne,Public,"","",No
22103954,https://ridewithgps.com/routes/22103954,CDN Road 60km Champlain_Lookout [Tunneys],"Touring, N","Ottawa, Ontario",58.89,817,0,244,"",2017-06-13,William Bourne,2020-12-03,William Bourne,Public,"","",No
23483337,https://ridewithgps.com/routes/23483337,Baxter_75 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",74.79,339,2,303,Sanjay's Ottawa favourites,2017-07-24,David Palmer,2020-11-16,Andre Gauthier,Public,"","",No
23492333,https://ridewithgps.com/routes/23492333,Pemigewasset River [Lincoln],"Vermont Tour, TE","Woodstock, NH",94.84,1076,4,18,"",2017-07-24,Touring Director,2020-09-29,David Palmer,Public,"","",No
27167276,https://ridewithgps.com/routes/27167276,GRC Route 1 [Group Riding Clinic],Group Riding Clinic,"Ottawa, Ontario",15.13,78,0,230,"",2018-04-05,Touring Director,2020-11-12,William Bourne,Public,"","",No
27639993,https://ridewithgps.com/routes/27639993?privacy_code=TBFSXvItpD5vmSrx,RLCT-CRD1-V5 Cruise Day 1,RLCT,"Ottawa, Ontario",174.7,541,0,312,"",2018-05-28,"",2019-04-14,"",Route Managers Only,"","",Yes
27640060,https://ridewithgps.com/routes/27640060?privacy_code=v4nqoEmpkIuQ85Yl,RLCT-CRD2-V5 Cruise Day 2,RLCT,"Kingston, Ontario",174.39,542,0,203,"",2018-05-28,Touring Director,2019-04-14,Touring Director,Route Managers Only,"","",Yes
27680643,https://ridewithgps.com/routes/27680643,Wakefield_88 [Moussette],"Touring, N, v2020, 50for50 B-Team","Gatineau, Québec",87.69,1084,1,747,"",2018-06-01,Andre Gauthier,2021-04-06,Harold Blount,Public,"","",No
27976559,https://ridewithgps.com/routes/27976559,Jay Peak [Montgomery Centre],"Vermont Tour, TE","Montgomery Center, VT",56.17,1066,22,137,"",2018-07-04,Touring Director,2020-09-29,David Palmer,Public,"","",No
27991211,https://ridewithgps.com/routes/27991211,Richford - Double Jay [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",60.9,1236,0,31,"",2018-07-06,Touring Director,2020-09-29,David Palmer,Public,"","",No
27991410,https://ridewithgps.com/routes/27991410,Canada Loop (short) [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",78.19,1086,15,55,"",2018-07-06,Touring Director,2020-09-29,David Palmer,Public,"","",No
28128489,https://ridewithgps.com/routes/28128489,Chambly 48 [Auberge Harris],"St Jean sur Richelieu Tour, TE, v2020","Saint-Jean-sur-Richelieu, Québec",48.42,86,0,54,St Jean sur Richelieu,2018-07-21,Touring Director,2020-11-12,William Bourne,Public,"","",No
28128533,https://ridewithgps.com/routes/28128533,Venise 92 [Auberge Harris],"St Jean sur Richelieu Tour, TE","Saint-Jean-sur-Richelieu, Québec",92.01,116,2,54,St Jean sur Richelieu,2018-07-21,William Bourne,2020-11-12,William Bourne,Public,"","",No
28128543,https://ridewithgps.com/routes/28128543,Rougemont 105 [Auberge Harris],"St Jean sur Richelieu Tour, TE","Saint-Jean-sur-Richelieu, Québec",105.35,189,0,57,St Jean sur Richelieu,2018-07-21,William Bourne,2020-11-12,William Bourne,Public,"","",No
28128565,https://ridewithgps.com/routes/28128565,Napierville 68 [Auberge Harris],"St Jean sur Richelieu Tour, TE","Saint-Jean-sur-Richelieu, Québec",67.66,57,2,42,St Jean sur Richelieu,2018-07-21,Touring Director,2020-11-12,William Bourne,Public,"","",No
28128572,https://ridewithgps.com/routes/28128572,Marieville 55 [Auberge Harris],"St Jean sur Richelieu Tour, TE","Saint-Jean-sur-Richelieu, Québec",54.86,88,4,52,St Jean sur Richelieu,2018-07-21,Touring Director,2020-11-12,William Bourne,Public,"","",No
28128864,https://ridewithgps.com/routes/28128864,St_Jean_Pointe_aux_Roches_USA [Cantic],"St Jean sur Richelieu Tour, TE","Lacolle, Québec",85.49,307,0,73,St Jean sur Richelieu,2018-07-21,William Bourne,2020-11-12,William Bourne,Public,"","",No
28135646,https://ridewithgps.com/routes/28135646,South Hero - Swanton [Isle La Motte],"Vermont Tour, TE","Grand Isle County, VT",125.68,661,1,72,"",2018-07-22,Touring Director,2020-09-29,David Palmer,Public,"","",No
28135658,https://ridewithgps.com/routes/28135658,Auberge to La_Motte Driving Directions [Auberge Harris],"St Jean sur Richelieu Tour, TE","St-Jean-s-r, Québec",61.06,129,0,36,St Jean sur Richelieu,2018-07-22,Touring Director,2020-11-12,William Bourne,Public,"","",No
28136142,https://ridewithgps.com/routes/28136142,St_Jean_Bike_Path_Ride [Cantic],"St Jean sur Richelieu Tour, TE","Lacolle, Québec",81.94,248,0,63,St Jean sur Richelieu,2018-07-22,William Bourne,2020-11-12,William Bourne,Public,Loop from parking lot on bike path,"",No
28158020,https://ridewithgps.com/routes/28158020,Waterville [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",95.98,1073,15,48,"",2018-07-24,Touring Director,2020-09-29,David Palmer,Public,"","",No
28163069,https://ridewithgps.com/routes/28163069,Canada Loop (long)  [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",102.02,1287,21,51,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28163264,https://ridewithgps.com/routes/28163264,Smugglers Notch [Hyde Park],"Vermont Tour, TE","Hyde Park, VT",71.4,984,9,87,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28163416,https://ridewithgps.com/routes/28163416,Island Pond [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",70.67,1150,43,32,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28163460,https://ridewithgps.com/routes/28163460,Colebrooke [Island Pond],"Vermont Tour, TE","Brighton, VT",107.64,971,0,28,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28163704,https://ridewithgps.com/routes/28163704,Lake Willoughby [Island Pond],"Vermont Tour, TE","Brighton, VT",87.59,954,7,15,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28164201,https://ridewithgps.com/routes/28164201,Craftsbury - Irasburg [Westmore],"Vermont Tour, TE","Westmore, VT",96.66,1229,5,17,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28164552,https://ridewithgps.com/routes/28164552,Derby [Island Pond],"Vermont Tour, TE","Brighton, VT",62.68,633,10,59,"",2018-07-25,Touring Director,2020-09-29,David Palmer,Public,"","",No
28167301,https://ridewithgps.com/routes/28167301,Auberge to Cantic Trail Parking Lot Driving Directions [Auberge Harris],"St Jean sur Richelieu Tour, TE","St-Jean-s-Richelieu, Québec",32.26,55,0,25,St Jean sur Richelieu,2018-07-25,Touring Director,2020-11-12,William Bourne,Public,"","",No
28277034,https://ridewithgps.com/routes/28277034,Lake Carmi [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",61.9,612,24,32,"",2018-08-06,Touring Director,2020-09-29,David Palmer,Public,"","",No
28277082,https://ridewithgps.com/routes/28277082,Lake Carmi - Richford [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",70.12,766,15,184,"",2018-08-06,Touring Director,2020-09-29,David Palmer,Public,"","",No
28285869,https://ridewithgps.com/routes/28285869,Eden Jay Loop [Montgomery Center],"Vermont Tour, TE","Montgomery Center, VT",80.67,1256,0,24,"",2018-08-07,Touring Director,2020-09-29,David Palmer,Public,"","",No
28304714,https://ridewithgps.com/routes/28304714,Pink Lake Ramble Map [Strathcona Park],"Touring, N, v2020","Ottawa, Ontario",42.04,410,0,142,45 or Less,2018-08-09,William Bourne,2021-01-04,Andre Gauthier,Public,"","",No
28566037,https://ridewithgps.com/routes/28566037,Perkins_111[Moussette],"Touring, N, v2020","Gatineau, Québec",110.86,1058,0,260,"",2018-09-09,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28572082,https://ridewithgps.com/routes/28572082,Baxter Conservation Centre [NRC Airport],"Touring, S, v2020","Ottawa, Ontario",79.87,389,2,897,"",2018-09-10,William Bourne,2020-11-11,William Bourne,Public,"","",No
28590206,https://ridewithgps.com/routes/28590206,Burritts_Rapids [NRC Airport],"Touring, S","Ottawa, Ontario",128.06,552,2,574,"",2018-09-13,William Bourne,2020-11-11,William Bourne,Public,"","",No
28597107,https://ridewithgps.com/routes/28597107,Russell_95 [NRC Airport],"Touring, E, v2020","Ottawa, Ontario",95.15,362,6,323,"",2018-09-14,William Bourne,2020-11-16,Andre Gauthier,Public,"","",No
28597120,https://ridewithgps.com/routes/28597120,Embrun_104 [NRC Airport],"Touring, S, v2020","Ottawa, Ontario",104.48,388,6,1011,"",2018-09-14,William Bourne,2022-07-24,Cristina Inglis,Public,"","",No
28612641,https://ridewithgps.com/routes/28612641,Kanata_95 [Calabogie],"Calabogie, SECT, TE, v2020","Calabogie, Ontario",95.21,533,13,38,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612647,https://ridewithgps.com/routes/28612647,Calabogie_112 [Kanata],"Calabogie, SECT, TE","Ottawa, Ontario",112.53,771,6,64,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612653,https://ridewithgps.com/routes/28612653,Kanata_150 [Calabogie],"Calabogie, SECT, TE, v2020","Calabogie, Ontario",150.7,1120,15,31,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612672,https://ridewithgps.com/routes/28612672,Calabogie_150 [Kanata],"Calabogie, SECT, TE","Ottawa, Ontario",150.93,1238,15,59,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612676,https://ridewithgps.com/routes/28612676,Kanata_112 [Calabogie],"Calabogie, SECT, TE, v2020","Calabogie, Ontario",112.4,642,6,56,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612701,https://ridewithgps.com/routes/28612701,Calabogie_95 [Kanata],"Calabogie, SECT, TE","Ottawa, Ontario",95.45,647,13,92,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28612845,https://ridewithgps.com/routes/28612845,Renfrew_63 [Calabogie],"Calabogie, SECT, TE, W","Calabogie, Ontario",62.51,444,52,38,"",2018-09-16,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
28645934,https://ridewithgps.com/routes/28645934,North_Gower [NRC Airport],"Touring, S, v2020","Ottawa, Ontario",74.45,351,0,649,"",2018-09-21,William Bourne,2022-06-18,William Bourne,Public,"","",No
28645990,https://ridewithgps.com/routes/28645990,SmithFalls [NRC Airport],"Touring, S","Ottawa, Ontario",166.57,590,2,127,"",2018-09-21,William Bourne,2020-11-11,William Bourne,Public,"","",No
28648627,https://ridewithgps.com/routes/28648627,Foymount [Calabogie],"Calabogie, SECT, TE, W","Calabogie, Ontario",161.45,2088,26,70,"",2018-09-21,Touring Director,2020-11-11,Andre Gauthier,Public,"","",No
29504984,https://ridewithgps.com/routes/29504984,Baxter 2.1 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",71.35,349,9,298,"",2019-03-17,Touring Director,2022-04-22,David Palmer,Public,"","",No
29506643,https://ridewithgps.com/routes/29506643,Perkins_70 [Moussette],"Touring, N, v2020","Gatineau, Québec",69.68,564,0,281,"",2019-03-17,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
29647442,https://ridewithgps.com/routes/29647442,GRC Alternate 1 [Group Riding Clinic],Group Riding Clinic,"Ottawa, Ontario",19.74,90,0,92,"",2019-04-06,Ken Panton,2020-11-12,William Bourne,Public,"","",No
29650356,https://ridewithgps.com/routes/29650356,GRC Alternate 2 [Group Riding Clinic],Group Riding Clinic,"Ottawa, Ontario",16.59,75,0,50,"",2019-04-06,Ken Panton,2020-11-12,William Bourne,Public,"","",No
29718978,https://ridewithgps.com/routes/29718978?privacy_code=hQ50QgKr9lIaTny4,RLCT-CRD1 2022 Cruise Day 1,"Event, Temp, RLCT","Ottawa, Ontario",186.51,581,0,2009,"",2019-04-14,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
29722650,https://ridewithgps.com/routes/29722650?privacy_code=bQhHqxc2rwsMaAu9,RLCT-CRD2 2023 Cruise Day 2,"RLCT, Event, Temp","Kingston, Ontario",183.75,649,2,2198,Rideau Lakes Cycle Tour 2023,2019-04-15,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
29770836,https://ridewithgps.com/routes/29770836,Kinburn_72km [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",71.48,355,3,274,"",2019-04-20,Touring Director,2020-11-11,William Bourne,Public,"","",No
29770869,https://ridewithgps.com/routes/29770869,Fitzroy_93km [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",93.2,431,2,152,Sanjay's Ottawa favourites,2019-04-20,Touring Director,2020-11-11,William Bourne,Public,"","",No
29770882,https://ridewithgps.com/routes/29770882,Carp_55 [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",54.97,281,0,1027,"",2019-04-20,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
29835789,https://ridewithgps.com/routes/29835789,GRC Alternate Prince of Wales loop to Fisher [Group Riding Clinic],Group Riding Clinic,"Ottawa, Ontario",23.77,100,0,69,"",2019-04-27,Hélène Soucy,2020-11-12,William Bourne,Public,"","",No
29835927,https://ridewithgps.com/routes/29835927,GRC Alternate 3 [Group Riding Clinic],Group Riding Clinic,"Ottawa, Ontario",18.97,80,0,27,"",2019-04-27,Hélène Soucy,2020-11-12,William Bourne,Public,"","",No
29914864,https://ridewithgps.com/routes/29914864,T Dolan [Kanata Highlands PS],"Touring, W, v2020","Ottawa, Ontario",35.59,211,7,75,45 or Less,2019-05-06,Hélène Soucy,2021-01-09,William Bourne,Public,"","",No
29914970,https://ridewithgps.com/routes/29914970,Kinburn_49 [Kanata Highlands PS],"Touring, W, v2020","Ottawa, Ontario",48.11,274,9,758,"",2019-05-06,Hélène Soucy,2021-01-09,William Bourne,Public,"","",No
30039929,https://ridewithgps.com/routes/30039929,Carp_50 [MarchRdMetro],"Women's Ride, W, Touring, v2020","Ottawa, Ontario",49.69,327,0,160,"",2019-05-20,Touring Director,2021-01-06,William Bourne,Public,"","",No
30039994,https://ridewithgps.com/routes/30039994,Thomas Dolan [MarchRdMetro],"Women's Ride, W, Touring, v2020","Ottawa, Ontario",35.87,203,7,113,45 or Less,2019-05-20,Touring Director,2021-01-06,William Bourne,Public,"","",No
30040019,https://ridewithgps.com/routes/30040019,Marchhurst [MarchRdMetro],"Women's Ride, W, Touring, v2020","Ottawa, Ontario",27.89,171,0,203,"",2019-05-20,Touring Director,2021-01-06,William Bourne,Public,"","",No
30040082,https://ridewithgps.com/routes/30040082,Old Carp [MarchRdMetro],"Women's Ride, W, Touring, v2020","Ottawa, Ontario",22.11,156,0,128,"",2019-05-20,Touring Director,2021-01-06,William Bourne,Public,"","",No
30104752,https://ridewithgps.com/routes/30104752,Metcalfe_59 [Seresco],"Touring, E, v2020","Ottawa, Ontario",59.34,251,0,32,"",2019-05-27,Hélène Soucy,2020-11-16,Andre Gauthier,Public,"","",No
30104813,https://ridewithgps.com/routes/30104813,Metcalfe_54 [Seresco],"Touring, E, v2020","Ottawa, Ontario",54.13,222,0,1315,"",2019-05-27,Hélène Soucy,2020-11-16,Andre Gauthier,Public,"","",No
30119704,https://ridewithgps.com/routes/30119704?privacy_code=giXLXKandEb2AH0B,RLCT-CED2-V5 Century Day 2,RLCT,"Kingston, Ontario",100.39,321,7,398,"",2019-05-29,dave yaeger,2020-01-21,dave yaeger,Route Managers Only,"","",Yes
30119788,https://ridewithgps.com/routes/30119788?privacy_code=IFd5HPfAUYCGSpJ4,RLCT-CED1-V4 Century Day 1,RLCT,"Perth, Ontario",122.63,368,6,0,"",2019-05-29,dave yaeger,2019-05-29,dave yaeger,Route Managers Only,"","",Yes
30121273,https://ridewithgps.com/routes/30121273?privacy_code=04urEP3SnfAJaWsx,RLCT-CLD1-V4 Classic Day 1,RLCT,"Ottawa, Ontario",175.47,652,5,1192,"",2019-05-29,dave yaeger,2022-01-26,dave yaeger,Route Managers Only,"","",Yes
30125019,https://ridewithgps.com/routes/30125019?privacy_code=GfLoR23oy8aJdtpJ,RLCT-CLD2-V4 Classic Day 2,RLCT,"Kingston, Ontario",175.98,648,5,561,"",2019-05-29,dave yaeger,2022-01-26,dave yaeger,Route Managers Only,"","",Yes
30125135,https://ridewithgps.com/routes/30125135?privacy_code=IYCpK4jShWJMhQq0,RLCT-CHD1-V4 Challenge Day 1,RLCT,"Ottawa, Ontario",214.57,1043,5,310,"",2019-05-29,dave yaeger,2020-01-15,dave yaeger,Route Managers Only,"","",Yes
30125171,https://ridewithgps.com/routes/30125171?privacy_code=106QeRfrbm3ZqczUmlomT3YRTBMSzqLi,RLCT-CHD2 2023 Challenge Day 2,"RLCT, Event, Temp","Kingston, Ontario",210.18,996,6,747,Rideau Lakes Cycle Tour 2023,2019-05-29,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
30146681,https://ridewithgps.com/routes/30146681,Metcalfe_86 [Sportsplex],"Touring, E, v2020","Ottawa, Ontario",86.15,400,1,338,"",2019-05-31,Ken Panton,2020-11-16,Andre Gauthier,Public,"","",No
30237267,https://ridewithgps.com/routes/30237267,Aurora [Auburn],"Finger Lakes Tour, TE","Auburn, NY",66.93,500,0,25,"",2019-06-10,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",No
30251314,https://ridewithgps.com/routes/30251314,Montezuma_55km [Auburn],"Finger Lakes Tour, TE","Auburn, NY",55.22,353,0,13,"",2019-06-12,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30251321,https://ridewithgps.com/routes/30251321,Groton [Auburn],"Finger Lakes Tour, TE","Auburn, NY",115.66,1238,0,15,"",2019-06-12,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",No
30251332,https://ridewithgps.com/routes/30251332,Owasco Lake Loop [Melrose Park],"Finger Lakes Tour, TE","Auburn, NY",50.76,350,0,14,"",2019-06-12,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30251352,https://ridewithgps.com/routes/30251352,Elbridge [Auburn],"Finger Lakes Tour, TE","Auburn, NY",75.16,726,0,16,"",2019-06-12,Andre Gauthier,2020-11-15,Andre Gauthier,Public,"","",No
30251358,https://ridewithgps.com/routes/30251358,Homer_120 [Auburn],"Finger Lakes Tour, TE","Auburn, NY",119.04,1238,0,12,"",2019-06-12,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
30251362,https://ridewithgps.com/routes/30251362,Homer_144 [Auburn],"Finger Lakes Tour, TE","Auburn, NY",143.94,1391,0,20,"",2019-06-12,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
30251369,https://ridewithgps.com/routes/30251369,Scott_98km [Auburn],"Finger Lakes Tour, TE","Auburn, NY",97.52,1185,0,37,"",2019-06-12,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30264018,https://ridewithgps.com/routes/30264018,Cumberland Russell [Orleans TrimRd],"Touring, E, v2020","Ottawa, Ontario",113.32,414,5,527,"",2019-06-13,Andre Gauthier,2020-12-03,William Bourne,Public,"","",No
30293662,https://ridewithgps.com/routes/30293662,Gatineau Loop [Asticou],"Touring, N, v2020","Gatineau, Québec",39.15,674,0,278,45 or Less,2019-06-16,Touring Director,2021-01-07,William Bourne,Public,"","",No
30417663,https://ridewithgps.com/routes/30417663,Hillier-Consecon-Ameliasburgh [Wellington] ,"PEC Tour, TE, Niagara Tour","Wellington, Ontario",49.06,204,4,180,Niagara on the Lake,2019-06-30,Andre Gauthier,2019-06-30,Andre Gauthier,Public,"","",No
30417780,https://ridewithgps.com/routes/30417780,Sandbanks-Milford-Black River [Picton],"PEC Tour, TE","Picton, Ontario",60.32,239,0,62,"",2019-06-30,Andre Gauthier,2019-06-30,Andre Gauthier,Public,"","",No
30417899,https://ridewithgps.com/routes/30417899,Wapoos Lake on the Mountain [Bloomfield],"PEC Tour, TE","Prince Edward County, Ontario",98.06,394,0,26,"",2019-06-30,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30417921,https://ridewithgps.com/routes/30417921,Closson Rd (short) Wellington-Bloomfield [Picton] ,"PEC Tour, TE","Picton, Ontario",55.55,214,0,127,"",2019-06-30,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30417939,https://ridewithgps.com/routes/30417939,Closson Rd (long) Wellington-Bloomfield [Picton],"PEC Tour, TE","Picton, Ontario",64.85,224,11,419,"",2019-06-30,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30417961,https://ridewithgps.com/routes/30417961,Bloomfield-Cherry Valley-Port Milford-Black River [Picton],"PEC Tour, TE","Picton, Ontario",62.75,249,0,36,"",2019-06-30,Andre Gauthier,2019-06-30,Andre Gauthier,Public,"","",No
30418006,https://ridewithgps.com/routes/30418006,Picton to Sand Banks [Bloomfield],"PEC Tour, TE","Prince Edward County, Ontario",69.71,253,3,46,"",2019-06-30,Andre Gauthier,2020-11-12,William Bourne,Public,"","",No
30418112,https://ridewithgps.com/routes/30418112,Wellington-Consecon-Gilead Rd [Bloomfield],"PEC Tour, TE","Prince Edward County, Ontario",63.06,199,9,73,"",2019-06-30,Andre Gauthier,2019-06-30,Andre Gauthier,Public,"","",No
30423131,https://ridewithgps.com/routes/30423131,Kinburn_54 [Kanata Highlands PS],"Touring, W, v2020","Ottawa, Ontario",53.47,303,3,594,"",2019-07-01,Hélène Soucy,2021-01-09,William Bourne,Public,"","",No
30450153,https://ridewithgps.com/routes/30450153,ClarenceCreek 2 [Orleans TrimRd],"Touring, E, v2020","Ottawa, Ontario",56.4,203,5,206,"",2019-07-03,Hélène Soucy,2020-12-03,William Bourne,Public,"","",No
30548271,https://ridewithgps.com/routes/30548271,Dunrobin_39 [Kanata Highlands PS],"Touring, W, v2020","Ottawa, Ontario",38.67,226,2,1008,45 or Less,2019-07-13,Hélène Soucy,2021-01-08,William Bourne,Public,"","",No
30567010,https://ridewithgps.com/routes/30567010,Clarence Creek 1 CCW [Orleans TrimRd],"Touring, E, v2020","Ottawa, Ontario",54.19,229,6,582,"",2019-07-15,Hélène Soucy,2024-06-19,Ken Panton,Public,"","",No
30598037,https://ridewithgps.com/routes/30598037,Baxter_66 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",65.58,314,4,191,"",2019-07-18,Touring Director,2020-11-16,Andre Gauthier,Public,"","",No
30981196,https://ridewithgps.com/routes/30981196,Burritts Rapids [Stittsville],"Touring, S, UR","Ottawa, Ontario",89.38,322,1,89,"",2019-08-29,Ken Panton,2021-02-02,William Bourne,Public,"","",No
30981346,https://ridewithgps.com/routes/30981346,Almonte [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",93.57,486,8,457,Sanjay's Ottawa favourites,2019-08-29,Ken Panton,2020-11-11,William Bourne,Public,"","",No
31162011,https://ridewithgps.com/routes/31162011,Renfrew_97[Kanata],"Touring, v2020","Ottawa, Ontario",97.5,565,3,35,"",2019-09-21,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
31162012,https://ridewithgps.com/routes/31162012,Renfrew_125 [Kanata],Touring,"Ottawa, Ontario",124.4,847,24,19,"",2019-09-21,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
31211681,https://ridewithgps.com/routes/31211681,Ashton_Almonte_Pakenham [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",122.03,532,1,973,"",2019-09-28,Nicolas Dery,2020-11-11,William Bourne,Public,"","",No
31211698,https://ridewithgps.com/routes/31211698,Chelsea [Moussette],"Touring, N, v2020","Gatineau, Québec",43.02,633,0,123,45 or Less,2019-09-28,Nicolas Dery,2020-11-15,Andre Gauthier,Public,"","",No
31211701,https://ridewithgps.com/routes/31211701,McGregor Lake  [Moussette],"Touring, N, v2020","Gatineau, Québec",104.81,1014,0,482,"",2019-09-28,Nicolas Dery,2020-11-15,Andre Gauthier,Public,"","",No
31429723,https://ridewithgps.com/routes/31429723?privacy_code=WxwIKgg7OIa5GnRK,RLCT-CED1-V5 Alt 2 Century Day 1,RLCT,"Perth, Ontario",106.31,300,12,0,"",2019-11-06,dave yaeger,2019-11-06,dave yaeger,Route Managers Only,"","",Yes
31429729,https://ridewithgps.com/routes/31429729?privacy_code=OpfeNCw35oZIRtNP,RLCT-CED1-V5 Alt 1 Century Day 1,RLCT,"Perth, Ontario",105.81,298,11,0,"",2019-11-06,dave yaeger,2019-11-06,dave yaeger,Route Managers Only,"","",Yes
31551181,https://ridewithgps.com/routes/31551181?privacy_code=bS3fZDVrrYiCiCx9,RLCT-CLD1-Classic Day 1-Alt1 for 2020,RLCT,"Ottawa, Ontario",174.27,619,4,2,"",2019-12-03,dave yaeger,2020-01-01,dave yaeger,Route Managers Only,"","",Yes
31593660,https://ridewithgps.com/routes/31593660,Greely_62 [Sportsplex],"Touring, E, v2020","Ottawa, Ontario",61.72,322,0,28,"",2019-12-13,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
31593662,https://ridewithgps.com/routes/31593662,Embrun_107 [Sportsplex],"Touring, E, v2020","Ottawa, Ontario",107.38,484,2,49,"",2019-12-13,Andre Gauthier,2020-11-16,Andre Gauthier,Public,"","",No
31757216,https://ridewithgps.com/routes/31757216?privacy_code=lyrxt1dCYOwQ3o5c,RLCT-CLD1-V5 Classic Day 1,RLCT,"Ottawa, Ontario",174.28,623,4,171,"",2020-01-15,dave yaeger,2022-01-26,Keri May,Route Managers Only,"","",Yes
31757235,https://ridewithgps.com/routes/31757235?privacy_code=wedVCdArrAUOhfTUNSI15gmXoPWLHAgn,RLCT-CHD1 2023 Challenge Day 1,"RLCT, Event, Temp","Ottawa, Ontario",209.91,1016,5,1902,Rideau Lakes Cycle Tour 2023,2020-01-15,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
31791869,https://ridewithgps.com/routes/31791869?privacy_code=qQfJldI8s3A1uv38,RLCT-CLD2-V5 Classic Day 2,RLCT,"Kingston, Ontario",174.19,606,5,54,"",2020-01-21,dave yaeger,2022-01-26,Keri May,Route Managers Only,"","",Yes
31792203,https://ridewithgps.com/routes/31792203?privacy_code=BiBBQ4nfuX8rMh6Pf9YNAoz1ZB3t5aYf,RLCT-CED1 2022 Century Plus Day 1,"Temp, Event, RLCT","Perth, Ontario",111.86,263,3,3073,"",2020-01-21,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
31792408,https://ridewithgps.com/routes/31792408?privacy_code=D3EKxD3Qg7BYj4MQWpULmqNBMq9vyzxP,RLCT-CED2 2022 Century Plus Day 2,"Event, Temp, RLCT","Kingston, Ontario",111.87,314,3,1262,"",2020-01-21,dave yaeger,2024-05-15,William Bourne,Route Managers Only,Rideau Lakes Cycle Tour 2022,"",No
31831476,https://ridewithgps.com/routes/31831476,Pakenham [Andrew Haydon Park],"Touring, W","Ottawa, Ontario",159.52,696,2,620,"",2020-01-28,Andre Gauthier,2020-11-11,William Bourne,Public,"","",No
31831498,https://ridewithgps.com/routes/31831498,Manotick_42 [Sportsplex],"Touring, S, v2020","Ottawa, Ontario",41.46,227,0,635,"",2020-01-28,Andre Gauthier,2023-06-30,Ken Panton,Public,"","",No
